Time,Alabama (Index),Alaska (Index),Arizona (Index),Arkansas (Index),California (Index),Colorado (Index),Connecticut (Index),Delaware (Index),Florida (Index),Georgia (Index),Hawaii (Index),Idaho (Index),Illinois (Index),Indiana (Index),Iowa (Index),Kansas (Index),Kentucky (Index),Louisiana (Index),Maine (Index),Maryland (Index),Massachusetts (Index),Michigan (Index),Minnesota (Index),Mississippi (Index),Missouri (Index),Montana (Index),Nebraska (Index),Nevada (Index),New Hampshire (Index),New Jersey (Index),New Mexico (Index),New York (Index),North Carolina (Index),North Dakota (Index),Ohio (Index),Oklahoma (Index),Oregon (Index),Pennsylvania (Index),Rhode Island (Index),South Carolina (Index),South Dakota (Index),Tennessee (Index),Texas (Index),Utah (Index),Vermont (Index),Virginia (Index),Washington (Index),Washington DC (Index),West Virginia (Index),Wisconsin (Index),Wyoming (Index)
1975/1,72.92,62.63,60.21,66.83,41.66,54.35,62.15,77.7,65.94,74.1,70.95,70.33,66.28,66.04,58.94,61.93,64,51.67,54.39,61.89,68.05,60.2,55.31,75.12,65.59,57.42,63.79,52.73,91.61,63.78,56.95,78.47,66.06,67.8,64.95,52.09,50.96,70.79,61.51,75.32,75.11,68.04,55.47,55.12,77.38,70.11,46.18,46.19,50.16,61.82,49.3
1975/2,72.2,64.13,60.23,60.76,42.73,54.63,62.6,89.6,83.05,71.94,53.53,65.33,62.28,60.84,63.7,62.43,65.72,55.41,87.82,62.3,66.05,62.48,55.39,71.77,73.25,56.34,62.97,44.22,70.11,59.5,58.76,75.77,67.01,59.25,64.81,52.93,51.7,69.69,66.13,70.41,70.15,68.69,58.43,57.49,77.05,66.64,47.21,47.55,64.7,62.69,48.13
1975/3,74.48,67.18,59.41,65.31,44.29,54.71,61.77,116.1,66.72,74.38,55.93,55.95,64.11,62.02,64.27,63.53,67.06,52.84,68.47,65.11,67.59,63.22,58.09,72.53,65.55,59.72,60.94,54.1,61.94,60.23,59.75,77.47,68.37,66.05,64.4,52.48,54.23,74.17,65.17,72.25,65.15,67.76,56.09,55.35,67.14,67.41,49.6,46.95,66.54,64.29,50.29
1975/4,70.43,68.59,56.58,62.71,45.79,54.82,62.07,75.21,68.12,73.95,55.74,62.43,66.75,63.36,65.9,64.73,68.47,55.65,71.11,66.8,70.5,62.27,60.06,72.86,65.12,58.64,67.99,53.1,49.2,63,55.56,79.87,70.5,63.15,65.95,53.32,53.38,71.8,67.44,70.11,63.84,70.85,59.39,60.05,72.71,67.92,47.99,54.39,66.85,69.03,53.68
1976/1,76.95,71.05,59.08,66.58,47.81,54.82,64.68,80.27,67.83,71.26,53.95,56.13,67.68,62.25,67.79,66.72,69.72,59.11,55.49,66.96,67.78,62.61,62.29,73.64,67.01,60.14,67.29,44.09,63.62,62.17,59.77,73.25,69.09,74.82,66.57,54.62,57.23,72.73,66.23,70.89,62.94,69.94,58.69,61.66,116.98,69.36,50.35,52.63,62.01,65.73,54.62
1976/2,76.36,73.22,62.82,68.95,50.24,59.8,64.01,85,75.96,73,57.16,87.29,70.25,65.81,70.29,67.4,68.64,58.86,69.9,69.7,69.03,64.13,62.32,74.58,77.3,66.13,67.63,56.7,60.84,63.75,61.52,74.97,69.73,73.01,68.69,60.8,56.85,76.73,69.07,77.43,65.69,68.58,63.47,61.28,57.58,68.55,53.57,52.46,67.09,65.58,55.49
1976/3,77.03,74.58,60.96,71.73,53.55,59.52,67.14,80.68,69.28,78.97,54.94,68.95,73.41,65.66,74.2,68.8,69.11,58.26,84.07,70.53,69.01,64.28,63.01,71.86,69.45,65.38,67.85,60.72,65.46,66.01,63.8,75.63,70.48,71.57,71.05,59.28,59.97,77.57,70.85,76.84,68.59,71.47,63.25,64.66,81.18,70.65,56.55,58.25,68.58,67.64,58.66
1976/4,79.55,74.33,61.34,72.29,55.55,61.96,67.95,87.27,70.59,78.72,56.66,69.93,72.99,68.58,71.32,70.69,69.36,61.78,68.5,71.54,70.59,65.65,64.43,80.7,69.14,65.7,70.54,61.59,71.74,62.03,65.27,74.02,70.47,72.65,72.42,62.09,63.55,75.21,69.89,75.84,67.23,71.94,63.23,64.09,79.55,72.03,57.73,57.21,62.08,68.3,62.89
1977/1,81.18,80.32,63.61,73.5,58.02,64.88,63.98,89.28,71.14,76.71,56.58,73.35,80.15,71.03,75.98,72.89,69.92,62.77,74.41,72.1,72.71,67.28,66.61,74.45,71.33,66.63,72.26,61.01,72.97,65,70.27,77.8,75.13,82.2,73.23,63.8,67.17,74.59,69.66,75.94,62.92,75.16,65.96,69.25,114.52,73.14,59.73,59.15,67.04,72.71,63.38
1977/2,83.53,78.7,64.16,75.15,62.99,65.58,68.44,78.12,79.06,76.25,58.62,73.99,83.77,71.06,78.34,76.04,73.49,65.2,80.55,73.48,70.15,68.04,68.77,77.57,81.07,72.32,74.02,63.1,69.01,65.91,70.16,82.94,73.92,85.93,75.29,63.74,69.14,80.4,72.78,79.18,70.38,77.55,71.53,70.71,82.46,75.07,62.9,63.55,84.96,76,64.83
1977/3,87.99,83.44,66.31,78.58,67.93,69,71.54,81.72,72.38,78.77,61.3,78.98,83.18,73.92,80.12,77.55,76.7,62.62,81.04,76.69,73.93,71.21,73.1,78.19,77.66,77.1,78.51,71.2,70.49,67.42,73.08,82.37,76.67,80.08,78.83,67.87,74.05,80.98,75.51,81.53,78.74,78.12,69.27,74.77,76.31,77.37,67.33,66.33,73.38,78.02,67.23
1977/4,89.27,78.12,70.18,81.12,70.65,72.89,72.43,83.05,74.78,78.56,62.93,83.51,88.69,78.18,83.7,79.86,78.65,68.53,87.37,77.14,73.99,72.59,74.87,87.23,80.1,80.52,80.16,73.96,73.94,69.42,75.92,84.7,81.24,77.85,81.13,69.6,78.28,83.79,77.8,82.79,81.28,79.58,73.39,75.11,76.85,78.99,70.78,71.83,85.57,80.89,71.16
1978/1,88.52,79.9,71.43,81.23,73.21,75.91,73.63,87.68,78.54,84.07,66.25,90.29,90.96,81.93,85.97,82.58,81.2,73.15,82.26,81.94,78.83,75.52,76.29,86.59,82.96,90.06,78.93,76.19,75.06,71.19,77.19,83.36,82.91,87.98,83.23,72.04,80.17,84.1,80.44,82.42,75.81,84.86,76.63,81.46,90.83,80.41,74.34,68.31,84.49,84.59,73.12
1978/2,88.49,86.41,74.2,83.72,75.99,79.87,79.35,90.36,83.41,81.74,65.42,90.29,98.09,84.48,90.32,85.14,83.91,73.46,91.7,83.43,79.91,79.48,82.1,88.14,92.66,89.98,85.73,80.72,74.62,73.2,78.07,87.66,83.04,83.24,86.41,77.86,84.78,87.46,82.37,87.12,84,83.69,78.82,83.97,92.07,83.38,79.71,77.39,80.12,87.55,76.68
1978/3,96.65,88.67,79.13,86.35,78.6,84.08,87.18,85.54,83.03,85.34,67.01,92.29,99.37,86.99,91.29,88.59,88.66,77.66,90.08,85.76,84.93,82.88,85.62,92.93,90,90.52,86.73,86.64,83.42,76.35,81.34,83.98,86.61,89.83,89.08,81.82,88.23,86.5,84.68,88.38,85.77,87.33,81.29,87.18,99.55,86.11,83.9,81.14,83.4,90.75,78.83
1978/4,96.11,86.6,83.29,86.24,81.77,87.41,88.24,83.34,84.7,86.42,74.84,90.63,101.96,89.52,95.47,90.55,91.59,81.91,93.56,88.31,87.86,86.8,87.58,90.22,90.97,92.25,86.98,89.57,87.71,79.46,83.99,84.32,87.27,85.89,91.43,84.26,92.08,87.96,88.15,90.09,85.29,90.44,85.52,90.23,87.53,89.27,86.86,80.75,84.69,92.65,82.38
1979/1,99.44,89.95,87.7,92.15,84.84,91.73,95.31,86.3,89.8,87.85,73.96,98.76,97.55,93.15,96.37,92.45,95.5,87.89,103.48,91.11,91.3,91.27,91.28,98.7,95.96,95.42,93,92.62,89.19,84.93,89.18,96.1,90.33,99.04,95.69,88.32,96.01,92.33,90.54,94.15,88.79,91.01,89.48,94.53,94.55,89.49,88.96,88.82,83.25,96.65,87.45
1979/2,100.16,99.39,92.9,95.31,88.61,94.48,97.46,87.51,92.37,91.02,81.9,96.46,102.41,96.3,99.57,94.44,97.69,91.96,103.07,94.76,94.15,96.03,94.52,101.99,102.73,100.31,94.22,98.5,93.2,87.18,91.9,95.9,91.76,98.29,98.51,90.62,96.25,96.95,92.45,96.22,90.54,92.12,92.76,97.89,87.55,91.66,93.82,88.2,88.83,99.68,92.38
1979/3,101.42,97.17,95.71,99.7,93.08,97.46,100.4,94.88,93.7,92.26,89.73,99.8,101.13,97.8,102.67,97.54,96.95,95.37,97.85,96.83,97.59,99.03,97.34,106.46,98.61,97.47,97.29,100.43,97.31,91.75,93.89,94.74,96.16,97.39,99.16,93.41,98.27,96.25,93.56,97.83,99.4,96.75,95.14,98.12,95.55,94.61,95.96,91.11,88.72,99.42,97.8
1979/4,108.06,96.62,99.38,101.91,96.4,99.46,101.78,96.46,98.09,95.77,92.95,101.22,99.52,97.79,101.72,98.12,99.41,97.41,106.08,98.05,98.51,99.42,99.25,93.3,100.69,104.59,98.56,96.25,95.87,94.4,95.29,98.15,96.21,100.42,100.83,95.93,100.17,98.86,101,100.46,90.72,96.3,96.94,99.68,108.98,95.61,98.04,98.18,94.9,100.12,96.65
1980/1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1980/2,103.08,83.43,98.98,101.28,102.84,102.25,101.62,107.61,99.76,100.4,101.97,102.3,100.78,99.41,100.95,101.6,101.3,99.44,102.25,103.11,104.42,101.84,102.33,97.43,111.02,93.29,103.78,102.56,97.04,101.64,97.6,107.13,98.9,107.72,99.65,98.88,98.77,96.24,103.36,103.96,107.03,100.3,104.48,98.5,101.05,101.05,100.41,96.08,104.05,100.98,97.55
1980/3,109.88,73.76,107.5,107.11,106.55,107.06,103.76,110.22,105.81,102.19,101.67,106.62,102.42,102.04,101.6,102.22,101.25,101.08,109.28,104.95,108.9,102.84,106.65,104.21,105.18,108.42,101.85,106.44,101.72,100.82,99.06,115.06,101.31,99.83,102.07,103.96,105.56,101.62,102.48,109.47,101.15,99.47,103.89,103.71,103.84,104.39,103.5,98.43,102.71,104.94,101.4
1980/4,108.91,95.64,108.1,109.18,108.41,106.57,105.06,106.96,108.7,102.78,108.05,102.76,95.76,101.34,97.65,104.22,104.75,102.59,105.77,107.65,109.17,101.76,104.56,104.02,105.53,102.04,105.8,101.98,97.98,103.91,105.1,111.26,102.66,92.01,103.48,101.58,102.04,101.61,99.15,106.18,97.77,100.09,105.6,104.78,110.35,104.18,101.89,101.18,116.2,101.59,94.88
1981/1,105.39,89.65,108.85,110.14,110.44,106.56,103.88,109.49,110.31,107.32,102.43,111.19,101.82,103.92,94.96,98.59,107.76,106.62,119.22,110.64,113.04,103.23,100.8,93.98,103.28,96.15,103.1,109.46,98.17,104.34,101.12,112.21,106.3,102.49,103.32,102.76,97.68,101.63,95.48,113.97,92.3,96.64,104.46,106.1,110.5,106.14,99.84,91.12,99.36,102.64,106.97
1981/2,109.06,109.26,112.53,107.08,112.95,108.56,110,104.14,112.35,107.93,98.42,102.17,106.68,102.79,93.62,103.31,105.75,108.31,113.58,112.89,119.22,103.45,100.04,115.14,103.61,102.65,102.77,117.03,100.58,106,111.03,108.41,106.28,97.85,103.61,106.34,99.16,103.88,106.66,115.81,98.53,106.64,111.14,109.72,108.44,105.56,104.1,105.49,95.06,103.02,109.67
1981/3,112.93,116.97,117.09,109.46,116.34,114.65,114.19,116.46,108.23,108.66,86.4,103.26,103.04,104.97,87.35,103.37,103.28,111.13,108.61,111.33,122.01,106.21,103.53,107.68,103.07,114.61,100.81,116.18,98.99,107.67,113.73,115.64,105.93,116.65,103.27,111.62,96.38,104.45,104.46,117.95,104.15,108.48,114.45,108.28,99.56,106.21,105.32,97.06,109.47,103.02,109.75
1981/4,106.97,129.89,110.54,102.38,117.54,110.46,111.46,107.8,104.88,112.73,49.41,119.62,104.55,106.9,102.78,105.29,103.5,112.94,117.27,114.26,122.02,105.33,106.65,93.31,102.23,100.72,100.25,115.39,105.73,106.11,117.49,114.28,104.43,109.99,100.3,113.28,90.19,101.44,100.62,115.92,86.82,97.89,112.42,110.39,62.99,109.88,103.74,102.75,108.76,91.13,109.53
1982/1,109.13,137.28,105.65,103.42,104.54,119.68,111.87,102.77,113.28,113.54,113.17,93.61,95.2,104.36,96,103.66,106.44,110.13,104.99,106.74,124.09,104.46,89.34,102.9,103.23,105.68,106.26,120.32,105.67,105.43,105.55,123.38,106.63,99.36,89.19,116.01,96.84,103.85,104.22,119.63,68.82,106.06,122.42,106.73,122.35,97.99,86.92,76.02,68.91,86.42,110.59
1982/2,107.06,132.36,109.73,106.3,107.53,120.96,112.47,113.59,114.82,115.48,104.41,110.07,95.09,103.64,97.05,104.27,106.44,114.46,114.08,108.45,125.15,99.62,91.72,105.47,101.75,114.74,107.16,121.09,104.89,109.21,116.42,125.24,109.56,83.96,96.76,118.92,93.35,104.01,103.73,118.94,110.04,99.03,119.16,108.8,116.99,109.54,93.73,102.35,114.11,96.29,108.05
1982/3,107.67,141.71,102.06,110.97,105.01,122.6,111.06,113.67,105.2,114.35,100.8,104.98,87.4,95.43,86.05,105.17,104.93,115.08,109.4,106.79,127.04,94.59,98.79,108.46,103.68,101.25,109.12,121.06,106.89,109.31,129.61,122.44,107.86,73.09,99.06,119.82,96.18,104.49,104.24,120.5,106.72,105.92,118.25,111.92,108.21,103.81,93.99,83.77,84,98.54,109.07
1982/4,115.26,140.82,109.19,108.85,115.89,126.58,112.88,116.07,113.05,116.52,86.44,111.58,102.46,104.04,94.52,105.32,106.97,115.22,112.93,110.96,128.43,87.79,105.9,108.71,104.16,113.82,108.82,123.34,106.17,109.68,123.12,126.46,111.92,98.44,103.02,122.88,102.61,105.3,108.94,120.48,118.99,103.97,120.96,114.03,114.03,112.89,103.71,101.34,86.69,99.47,112.58
1983/1,114.65,139.71,119.4,113.43,116.75,126.21,118.85,116.95,121.43,117.72,102.57,111.2,100.95,105.95,98.28,106.09,108.46,115.99,113.94,113.51,130.71,96.67,109.64,112.37,105.59,99.45,109.25,120.42,108.51,110.23,128.32,128.79,112.83,99.36,102.41,123.78,98.69,108.72,110.3,123.88,106.49,110.5,125.59,114.26,118.22,115.33,104.94,94.44,98.39,103.81,110.89
1983/2,114.42,141.23,119.63,116.71,117.46,125.21,121.1,119.41,123.74,118.48,106.53,107.34,104.37,106.02,99.19,108.91,109.77,117.05,119.38,115.51,136.56,97.09,111.59,112.96,108.13,105.44,109.22,118.63,111.6,113.85,121.57,132.88,111.26,106.87,105.36,125.8,100.45,110.54,112.08,121.43,121.52,110.93,125.9,115.01,112.64,118.19,104.78,96.95,92.16,106.19,105.82
1983/3,116.81,147.39,115.83,118.81,117.28,126.58,122.57,122.72,124.23,121.11,112.58,107.6,105.57,105.64,98.82,106.63,110.09,115.73,125.12,116.67,143.52,97.24,111.46,110.56,111.57,110.9,111.4,120.6,115.29,117.71,123.34,138.29,114.07,90.16,106.16,126.79,99.41,112.86,119.5,124.44,100.88,112.4,125.7,111.53,118.19,118.83,104.08,101.9,92.76,105.84,103.11
1983/4,113.64,146.94,113.53,118.56,117.8,122.07,126.27,128.22,124.61,120.85,106.48,108.83,106.76,105.16,98.55,107.75,109.18,116.37,131.33,118.1,148.89,95.15,109.32,115,112.63,115.15,112.13,115.74,117.14,120.94,125.31,147.18,115.42,109.49,105.65,126.22,98.69,113.75,121.23,120.9,100.57,114.05,126.13,112.62,123.5,118.68,104.89,100.38,91.73,105.89,98.96
1984/1,123.57,151.07,118.02,120.82,119.52,126.26,131.23,125.55,125.64,124.31,108.44,110.34,107.49,105.23,98.84,107.96,112.6,116.56,131.79,118.85,156.84,97.59,113.4,118.4,113.26,124.04,110.41,120.57,121.67,124,123.76,150.74,118.13,118.49,106.08,122.38,98.63,113.82,119.71,127.61,113.65,110.29,125.11,112.14,121.85,121.49,106.95,101.76,98.1,106.12,100.31
1984/2,120.28,148.66,122.17,118.9,120.14,125.61,134.57,129.08,126.75,126.66,113.78,109.31,110.27,107.79,100.75,108.14,110.62,117.17,138.45,122.78,165.31,97.14,113.53,115.18,115.29,121.39,112.8,118.96,126.87,130.3,120.9,156.65,122.46,112.79,107.25,122.11,97.79,116.91,121.52,126.26,109.56,116.54,126.15,113.99,123.83,123.28,107.61,103.76,93.29,107.92,95.78
1984/3,124.73,155.39,123.37,119.74,121.74,125.78,140.29,132.25,127.98,124.56,110.11,111.18,110.92,106.7,99.45,107.85,112.72,115.9,142.23,124.21,175.23,97.3,115.48,112.85,118.92,116.25,112.33,113.58,132.7,135.07,126.05,162.14,121.72,114.81,107.32,120.18,96.26,118.7,127.4,123.84,117.91,110.07,128.58,114.76,126.24,124.89,109.31,106.07,94.36,107.97,98.49
1984/4,121.23,153.52,122.85,121.31,122.82,123.54,141.82,134.13,126.37,129.27,109.4,114.22,112.52,108.88,101.05,107.57,112.81,114.54,139.95,124.67,181.4,97.5,115.61,114.36,118.93,113,111.44,117.58,136.79,138.36,126.83,169.19,124.93,109.49,107.52,119.66,99.42,119.61,129.22,128.06,106.9,119.21,128.02,111.99,127.04,124.57,110.1,107.99,86.83,106.28,95.96
1985/1,121.4,145.55,125.55,121.37,124.55,126.37,148.47,137.09,127.76,131.75,114.98,108.96,113.3,109.77,101.69,108.8,114.32,111.56,145.53,126.7,191.06,99.7,116.69,120.03,120.22,116.48,111.43,118.5,141.23,142.3,126.1,176.27,127.75,109.72,108.17,118.83,98.06,121.12,131.93,131.2,110.46,121.2,126.62,116.55,129.61,127.56,110.62,107.25,92.11,107.93,97.3
1985/2,124.54,146.14,126.02,119.91,126.35,125.63,155.54,141.07,128.23,129,113.28,114.33,114.72,111.27,101.61,109.32,115.47,113.13,150.3,128.55,205.56,100.81,118.18,121.95,123.54,111.06,112.99,118.55,151.46,148.61,126.28,184.61,130.17,110.09,109.38,117.04,97.99,124.26,138.32,131.47,109.05,122.11,127.72,116.04,134.41,129.69,110.94,110.73,95.36,109.73,95.15
1985/3,127.38,146.7,127.68,124.32,129.19,126.65,160.07,143.71,128.05,135.15,117.22,115.7,116.07,111.86,103.17,109.91,114.8,113.17,156.03,130.82,218.58,102.7,115.53,122.59,125.44,116.73,113.13,119.22,158.98,155.14,128.2,191.24,133.04,113.34,110.68,117.32,97.09,126.72,142.66,132.27,112.96,124.53,127.67,116.25,136.23,131.55,111.68,112.2,92.73,110.69,94.08
1985/4,128.27,142.77,129.32,124.63,130.6,124.34,168.8,146.15,129.78,137.82,118.24,113.51,118.04,113.57,102.31,110.68,117.02,110.73,164.35,131.07,232.99,103.8,119.78,122.74,126.49,119.01,114.24,119.97,169.13,162,128.24,198.79,134.8,108.97,111.55,114.24,97.3,128.43,151.33,132.68,112.87,125.94,126.41,115.07,139.13,132.35,112.16,114.01,88.62,110.79,94.28
1986/1,129.43,143.53,131.89,125.91,132.29,128.85,174.52,151.57,131.23,140.12,120.12,115.51,119.78,114.87,103.47,112.84,118.66,113.66,166.94,133.72,242.32,105.43,121.16,124,127.4,118.22,115.44,122.32,177.27,168.14,130.2,206.66,135.94,113.04,113.03,115.91,98.05,131.44,155.57,135.86,116.84,128.73,129.43,119.13,144.53,134.61,113.61,113.85,95.87,112.34,97.43
1986/2,131.83,145.9,135.84,128.91,134.84,129.6,185.44,154.96,134.66,141.98,120.42,113.85,122.43,116.91,103.96,113.36,120.7,114.37,172.74,137.58,254.44,108.81,120.36,125.63,129.37,114.98,115.6,124.88,185.52,178.22,132.83,217.22,138.58,112.48,114.56,117.12,98.83,135.14,163.25,136.89,118.1,130.68,131.5,118.87,146.59,137.06,114.26,119.4,96.55,113.64,97.8
1986/3,133.44,141.33,135.8,126.87,137.78,128.73,199.38,159.75,135.55,143.71,121.31,115,125.16,118.6,104.41,114.38,120.88,111.72,180.14,141.01,266.84,112.07,123.97,124.12,131.91,115.93,115.65,125.27,194.28,189.38,132.32,227.09,141.05,111.68,116.42,113.01,99.61,139.75,174.47,138.85,114.15,132.91,128.81,118.18,152.41,140.06,114.77,122.78,95.58,113.95,94.77
1986/4,135.88,138.07,133.52,128.37,141.15,128.04,212.71,165.24,135.75,146.08,124.22,115.59,128.11,120.1,104.06,114.92,123.62,110.69,188.69,144.81,279.49,114.57,123.87,124.66,134.03,116.31,116.98,124.6,205.27,199.23,133.03,237.26,142.87,109.56,117.97,111.43,97.96,144.43,190.74,140.92,117.12,134.82,126.48,117.87,158.45,142.47,115.99,127.78,98.38,114.4,90.58
1987/1,138.02,134.36,138.21,129.55,144.76,129.8,224.91,171.66,136.44,148.46,128.34,117.08,130.57,121.88,105.54,115.76,125.05,110.73,195.94,148.91,289.08,117.51,126.67,126.09,135.87,110.96,117.54,127.47,210.6,210.29,134.93,246.7,145.56,113.37,120.19,111.35,100.09,149.19,204.43,143.62,120.88,138.32,126.82,119.22,163.69,145.57,117.16,132.78,97.15,115.32,93.31
1987/2,139,125.11,137.11,131.06,148.32,128.27,237.38,175.8,138.56,150.18,131.24,114.57,135.27,123.34,105.57,117.59,126.43,110.29,203.56,153.23,296.29,121.46,128.91,125.94,138.84,113.57,116.89,126.74,219.49,221.52,133.69,255.35,147.1,110.59,122.63,108.17,100.45,155.21,216.12,145.06,118.57,140.76,123.08,117.88,168.77,149.56,118.15,135.5,98.82,116.62,87.8
1987/3,139.62,116.74,136.17,127.96,153,125.54,249.96,183.22,138.77,151.82,133.4,110.79,138.46,124.86,105.64,117.25,129.17,104.9,212.91,160.11,305.3,124.06,130.26,124.25,140.23,111.84,115.51,126.48,221.77,230.14,132.09,267.01,149.48,110.84,125.07,102.53,99.58,162.82,231.92,145.07,117.64,141.07,118.23,113.59,172.98,156.77,118.96,139.97,96.43,118.18,82.88
1987/4,138.22,105.72,133.84,124.22,157.33,124.44,257.57,188.01,139.78,152.56,136.34,111.01,140.4,125.29,102.48,116.55,129.53,104.71,221.45,162.44,307.67,126.11,129.3,123.53,140.82,105.63,116.04,125.38,226.04,235.5,131.15,270.86,150.53,110.41,126.32,100.24,98.89,168.37,241.47,145.77,119.21,143.09,114.65,112.67,182.49,160.35,119.72,146.21,97.33,119.4,78.84
1988/1,142.12,121.67,135.27,126.79,163.08,125.4,263.42,190.62,141.24,154.72,144.62,113.91,143.35,128.06,104.72,117.17,131.7,101.97,225.81,167.92,310.85,127.92,131.65,122.06,140.85,110.35,117.1,126.7,225.72,240.5,130.77,277.23,151.66,107.57,128.47,98.1,100.89,171.81,250.09,148.41,115.15,144.22,114.65,112.75,186.85,165.03,122.02,154.33,96.53,120.24,81.1
1988/2,142.95,116.11,136.49,127.62,169.81,125.17,267.62,196.21,144.18,156.58,151.92,114.75,147.93,129.76,106.36,118.08,132.85,102.34,229.1,173.8,316.36,131.15,133.48,124.12,142.87,111.2,117.77,127.72,228.04,246.71,130.36,280.79,154.09,109.32,131.18,98.97,101.62,179.04,253.41,150.51,115.41,144.93,116.6,114.11,194.91,170.62,123.87,161.8,100.02,122.26,76.55
1988/3,142.62,127.33,134.52,127.19,177.88,123.95,265.85,201.8,145.29,156.86,156.13,112.61,151.25,130.42,108.46,117.15,135.06,101.1,236.05,179.47,315.12,133.29,133.39,121.98,143.89,114.55,118.58,129.27,228.17,247.34,131.45,282.83,155.55,110.04,132.37,97.06,105.17,183.74,256.05,151.54,118.65,144.95,113.92,112.05,201.07,174.68,126.43,165.12,98.25,124.45,81.13
1988/4,141.29,132.9,134.79,126.52,187.62,123.46,266.16,206.91,146.5,156.77,167.11,112.4,152.57,131.67,108.01,118.78,136.44,99.79,237.04,183.69,317.48,134.47,134.23,124.14,143.61,113.65,118.27,130.92,227.78,246.61,129.98,283.66,156.16,105.17,133.6,97.58,105.78,185.49,258.09,152.16,116.6,144.57,113.05,112.28,203.3,178.17,127.92,170.09,98.56,125.09,81.45
1989/1,141.45,129.41,133.65,127.46,196.4,123.54,261.68,210.19,147.64,157.83,179.13,115.73,155.6,132.8,110.11,117.78,137.96,100.52,238.49,188.33,314.87,136.53,134.66,119.69,143.57,111.71,119.47,131.15,228.22,246.04,130.61,283.42,156.71,109.06,135.2,98.24,108.09,187.74,260.14,154.5,120.72,145.52,113.31,113.3,206.9,181.48,132.32,179.73,99.24,127.36,77.13
1989/2,143.37,105.05,133.06,127.09,206.07,124.46,261.67,217.03,148.62,158.27,184.37,116.67,158.58,134.62,111.19,119.88,139.01,100.51,241.32,193.02,312.7,139.37,136.51,123.47,145.26,112.83,120.5,133.43,224.91,245.55,131.18,282.92,157.48,108.38,136.58,99.72,110.59,189.07,261.55,154.68,117.1,146.5,114.31,113.21,211.94,185.41,137.97,181.04,101.45,128.82,83.81
1989/3,145.48,104.8,135.17,128.36,217.96,126.99,262.32,222.18,151.11,160.32,197.12,118.54,162.15,137,113.29,119.52,141.85,102.34,243.83,196.57,317.43,142.66,138.52,125.88,146.07,115.48,121.75,136.76,228.74,246.75,133.25,285.85,160.26,110.79,139.46,101.22,113.93,193.24,267.34,158.18,121.93,147.09,116.53,115.54,215.68,188.01,144.55,182.94,101.41,130.97,83.5
1989/4,146.57,102.75,134.39,127.44,224.81,126.49,261.37,223.89,152.26,161.45,203.47,119.06,164.11,137.47,114.23,120.07,142.5,102.24,246,199.8,318.15,143.25,139.24,124.65,146.74,116.38,122.71,138.78,229.07,247.55,135.22,286.57,160.77,111.7,140.49,100.46,116.81,195.6,268.55,158.51,119.29,147.22,116.26,115.4,217.64,189.36,153.26,186.8,101.21,131.76,83.45
1990/1,145.44,99.33,134.19,128.23,227.6,127.14,257.51,227.08,152.96,160.91,218.52,121.09,165.93,138.33,115.79,119.94,143.02,101.72,242.81,202.2,314.09,145.39,139.31,126.39,146.87,115.36,123.64,141.4,224.37,244.49,132.3,286.59,161.1,111.39,142,100.16,120.92,195.88,265.57,160.13,120.09,147.68,116,116.43,215.71,189.3,164.33,192.14,101.83,133.8,87.97
1990/2,146.64,113.14,133.34,128.21,228.33,128.14,249.69,226.2,152.44,159.49,232,125.69,167.79,139.7,117.26,119.43,144.25,102.51,238.23,202.84,305.07,147.66,139.32,124.45,146.7,117.33,125.65,143.75,214.95,239.2,133.47,283.33,161.53,110.93,143.33,101.32,127.13,196.21,261.05,161.59,125.63,147.5,116.89,118,217.14,189.64,173.65,192,102.14,135.95,85.47
1990/3,147.27,122.81,134.51,129.03,230.25,129.1,247.1,224.45,153.36,160.56,242.9,128.66,169.73,141.02,118.84,119.61,145.32,103.06,234.38,203.83,299.89,148.6,140.1,125.79,146.88,122.23,126.9,147.39,210.15,235.94,134.7,281.7,162.97,112.5,145.33,101.06,131.88,196.71,261.48,162.83,126.06,147.21,117.71,118.96,214.62,189.01,176.51,187.42,105.11,137.8,91.17
1990/4,147.4,120.72,133.19,128.48,228.7,129.41,240.4,224.5,152.78,159.41,252.29,127.79,170.21,141.51,119.81,119.17,144.92,103.56,236.56,202.63,292.81,148.96,140.07,124.5,145.67,122.59,126.99,148.96,202.92,232.05,135.22,278.67,162.87,111.21,145.66,100.67,134.21,196,255.91,161.86,125.07,146.76,116.82,118.86,216.31,186.9,177.79,187.9,103.93,138.07,89.92
1991/1,148.65,124.96,135.21,129.8,228.62,130.89,239.96,227.92,154.53,161.18,258.06,131.14,172.25,143.69,121.4,119.66,147.39,103.01,229.73,204.03,289.82,150.74,142.07,127.18,147.34,120.59,128.17,152.23,200.25,230.95,136.21,278.33,163.84,113.27,147.32,102.46,136.51,197.63,256.69,163.76,128.01,148.08,118.26,122.52,213.21,188.02,182.02,190.04,104.33,140.03,90.03
